text,score
😴 sin palabras,5
obra maestra demasiado,5
😴 una joya,5
🎬 una joya,5
obra maestra demasiado,5
🎬 sin palabras,5
la amé de verdad,5
sin palabras,5
una joya,5
obra maestra mal,5
💩 una joya,5
😭 sin palabras,5
😍 una joya,5
perfecta mucho,5
mega buena,5
increíble,5
mega buena,5
perfecta posta,5
perfecta,5
mega buena en serio,5
🔥 de las mejores,5
increíble,5
mega buena posta,5
inolvidable,5
obra maestra,5
una joya,5
😭 de las mejores,5
obra maestra,5
💩 mega buena,5
💩 increíble,5
😴 inolvidable,5
🔥 inolvidable,5
mega buena demasiado,5
brillante,5
la amé,5
increíble,5
perfecta,5
brillante mucho,5
🎬 perfecta,5
obra maestra,5
la amé,5
mega buena de verdad,5
brillante,5
increíble demasiado,5
😴 perfecta,5
sin palabras,5
brillante,5
perfecta,5
obra maestra posta,5
increíble,5
inolvidable,5
sin palabras,5
💩 sin palabras,5
de las mejores,5
inolvidable en serio,5
de las mejores,5
de las mejores,5
mega buena,5
😭 obra maestra,5
inolvidable,5
inolvidable mal,5
perfecta,5
obra maestra,5
inolvidable,5
mega buena,5
💩 una joya,5
perfecta,5
🔥 perfecta,5
increíble mucho,5
perfecta,5
brillante en serio,5
una joya posta,5
obra maestra,5
inolvidable,5
brillante posta,5
una joya mal,5
una joya mal,5
brillante de verdad,5
inolvidable,5
brillante de verdad,5
brillante,5
perfecta,5
😍 una joya,5
la amé,5
una joya,5
increíble,5
una joya,5
😍 brillante,5
sin palabras,5
🎬 la amé,5
de las mejores en serio,5
🔥 obra maestra,5
😴 la amé,5
😭 perfecta,5
brillante,5
😍 mega buena,5
mega buena mal,5
increíble,5
mega buena mal,5
perfecta,5
sin palabras,5
perfecta,5
💩 brillante,5
brillante demasiado,5
perfecta,5
mega buena,5
🔥 una joya,5
😍 perfecta,5
increíble,5
mega buena,5
perfecta,5
obra maestra,5
brillante,5
una joya posta,5
increíble,5
💩 obra maestra,5
mega buena,5
💩 increíble,5
sin palabras,5
brillante,5
brillante en serio,5
inolvidable posta,5
🔥 de las mejores,5
😍 increíble,5
inolvidable,5
🎬 una joya,5
😭 increíble,5
😴 inolvidable,5
de las mejores en serio,5
perfecta,5
🔥 la amé,5
😴 una joya,5
perfecta mal,5
una joya,5
😭 brillante,5
una joya,5
perfecta,5
una joya,5
perfecta,5
brillante,5
brillante,5
🔥 increíble,5
mega buena,5
brillante,5
sin palabras,5
😭 brillante,5
sin palabras posta,5
perfecta,5
obra maestra demasiado,5
🔥 obra maestra,5
😴 increíble,5
🎬 brillante,5
😴 increíble,5
obra maestra,5
🔥 de las mejores,5
brillante,5
sin palabras demasiado,5
mega buena en serio,5
brillante mucho,5
brillante,5
mega buena,5
perfecta,5
sin palabras,5
😭 de las mejores,5
perfecta,5
perfecta,5
mega buena,5
increíble,5
perfecta,5
brillante,5
inolvidable,5
obra maestra,5
inolvidable mucho,5
🔥 inolvidable,5
brillante,5
perfecta posta,5
inolvidable,5
brillante,5
😴 la amé,5
increíble posta,5
perfecta posta,5
increíble,5
inolvidable en serio,5
perfecta,5
😭 de las mejores,5
increíble,5
💩 una joya,5
increíble,5
increíble,5
🔥 mega buena,5
💩 obra maestra,5
😴 sin palabras,5
obra maestra,5
obra maestra,5
una joya,5
increíble,5
obra maestra,5
🎬 mega buena,5
de las mejores demasiado,5
sin palabras,5
perfecta,5
mega buena,5
😍 inolvidable,5
mega buena,5
💩 brillante,5
😍 obra maestra,5
obra maestra en serio,5
perfecta,5
una joya,5
de las mejores,5
obra maestra posta,5
🎬 brillante,5
😭 increíble,5
😭 de las mejores,5
increíble posta,5
obra maestra en serio,5
perfecta,5
🎬 sin palabras,5
😭 brillante,5
sin palabras mucho,5
😍 mega buena,5
😭 brillante,5
una joya,5
obra maestra de verdad,5
😍 inolvidable,5
perfecta posta,5
🔥 inolvidable,5
perfecta,5
la amé,5
de las mejores de verdad,5
mega buena posta,5
increíble,5
la amé,5
inolvidable,5
mega buena en serio,5
increíble,5
increíble,5
increíble,5
perfecta,5
obra maestra,5
😭 inolvidable,5
💩 increíble,5
mega buena,5
mega buena,5
la amé,5
🎬 obra maestra,5
increíble,5
😴 perfecta,5
💩 mega buena,5
una joya posta,5
una joya,5
mega buena,5
💩 obra maestra,5
increíble,5
💩 de las mejores,5
inolvidable,5
😴 obra maestra,5
😴 sin palabras,5
sin palabras,5
mega buena de verdad,5
la amé,5
increíble en serio,5
😴 increíble,5
mega buena mucho,5
sin palabras,5
increíble,5
la amé,5
brillante,5
perfecta,5
de las mejores,5
perfecta,5
perfecta,5
😭 la amé,5
brillante,5
🎬 sin palabras,5
obra maestra,5
brillante,5
obra maestra,5
obra maestra,5
obra maestra,5
increíble,5
sin palabras,5
💩 de las mejores,5
😍 inolvidable,5
obra maestra,5
perfecta,5
perfecta,5
🎬 sin palabras,5
sin palabras,5
increíble,5
increíble,5
de las mejores,5
una joya,5
sin palabras demasiado,5
una joya de verdad,5
🔥 mega buena,5
obra maestra,5
💩 una joya,5
sin palabras,5
mega buena,5
sin palabras,5
inolvidable,5
inolvidable,5
mega buena,5
la amé,5
sin palabras,5
sin palabras,5
perfecta,5
mega buena,5
una joya,5
😭 una joya,5
una joya,5
increíble,5
perfecta,5
😴 brillante,5
🔥 una joya,5
inolvidable,5
de las mejores,5
😍 brillante,5
sin palabras,5
💩 mega buena,5
de las mejores,5
la amé mucho,5
perfecta,5
😴 una joya,5
😭 increíble,5
obra maestra posta,5
increíble,5
😴 brillante,5
🔥 una joya,5
obra maestra,5
😴 inolvidable,5
perfecta,5
de las mejores,5
😴 de las mejores,5
😍 mega buena,5
💩 sin palabras,5
la amé,5
brillante,5
🔥 obra maestra,5
una joya,5
brillante,5
💩 de las mejores,5
obra maestra de verdad,5
🎬 increíble,5
obra maestra,5
💩 perfecta,5
una joya mucho,5
mega buena,5
perfecta,5
😴 increíble,5
brillante mal,5
de las mejores,5
🔥 una joya,5
💩 de las mejores,5
brillante,5
😭 inolvidable,5
sin palabras,5
increíble,5
🎬 sin palabras,5
😭 sin palabras,5
perfecta,5
increíble mucho,5
de las mejores,5
😍 obra maestra,5
la amé mucho,5
mega buena,5
obra maestra en serio,5
😭 sin palabras,5
perfecta,5
perfecta,5
brillante,5
inolvidable,5
inolvidable,5
obra maestra mal,5
perfecta,5
🎬 una joya,5
la amé,5
increíble,5
increíble,5
🎬 la amé,5
de las mejores mucho,5
sin palabras mucho,5
obra maestra,5
increíble,5
de las mejores mal,5
inolvidable demasiado,5
la amé demasiado,5
😭 perfecta,5
brillante,5
la amé,5
😍 perfecta,5
😴 una joya,5
de las mejores posta,5
la amé,5
de las mejores mucho,5
💩 sin palabras,5
sin palabras,5
una joya,5
💩 una joya,5
perfecta,5
mega buena mucho,5
💩 de las mejores,5
😭 sin palabras,5
💩 inolvidable,5
perfecta,5
la amé mucho,5
inolvidable mucho,5
perfecta mucho,5
inolvidable mal,5
increíble posta,5
una joya,5
la amé posta,5
😴 sin palabras,5
🔥 inolvidable,5
💩 increíble,5
increíble,5
inolvidable,5
💩 increíble,5
sin palabras,5
sin palabras,5
mega buena demasiado,5
brillante,5
perfecta,5
inolvidable,5
increíble,5
inolvidable,5
obra maestra en serio,5
perfecta en serio,5
increíble,5
mega buena,5
una joya,5
sin palabras,5
mega buena,5
🎬 sin palabras,5
🎬 perfecta,5
la amé mucho,5
de las mejores,5
mega buena,5
🔥 increíble,5
una joya,5
🎬 la amé,5
🔥 brillante,5
🔥 sin palabras,5
increíble de verdad,5
increíble,5
inolvidable,5
😴 obra maestra,5
sin palabras posta,5
inolvidable de verdad,5
la amé de verdad,5
brillante,5
🔥 obra maestra,5
increíble,5
obra maestra,5
mega buena,5
💩 sin palabras,5
🔥 brillante,5
increíble,5
inolvidable,5
💩 brillante,5
😍 increíble,5
😴 mega buena,5
😴 obra maestra,5
de las mejores,5
sin palabras,5
de las mejores,5
de las mejores,5
sin palabras,5
😴 sin palabras,5
obra maestra mucho,5
perfecta mal,5
sin palabras,5
perfecta,5
increíble,5
obra maestra,5
obra maestra,5
🔥 increíble,5
😴 brillante,5
brillante,5
increíble,5
🔥 mega buena,5
💩 una joya,5
perfecta,5
🎬 sin palabras,5
perfecta,5
mega buena,5
🎬 brillante,5
increíble,5
mega buena demasiado,5
💩 de las mejores,5
😍 de las mejores,5
😴 perfecta,5
perfecta,5
inolvidable,5
de las mejores,5
brillante,5
de las mejores,5
una joya mal,5
perfecta,5
🔥 la amé,5
una joya posta,5
💩 mega buena,5
😍 obra maestra,5
increíble,5
obra maestra,5
💩 increíble,5
obra maestra mal,5
🔥 una joya,5
😭 brillante,5
brillante,5
perfecta,5
la amé,5
perfecta,5
obra maestra,5
inolvidable mucho,5
💩 increíble,5
sin palabras,5
de las mejores,5
😍 sin palabras,5
la amé posta,5
🔥 de las mejores,5
increíble de verdad,5
de las mejores,5
sin palabras,5
😍 una joya,5
brillante,5
perfecta mal,5
😴 sin palabras,5
mega buena,5
😴 la amé,5
sin palabras,5
😍 increíble,5
obra maestra,5
inolvidable de verdad,5
una joya mucho,5
sin palabras demasiado,5
obra maestra posta,5
🎬 mega buena,5
perfecta posta,5
la amé mucho,5
una joya,5
increíble,5
😍 brillante,5
la amé,5
💩 inolvidable,5
brillante demasiado,5
😍 de las mejores,5
increíble en serio,5
obra maestra,5
perfecta,5
sin palabras,5
la amé mal,5
obra maestra de verdad,5
inolvidable mal,5
💩 obra maestra,5
la amé,5
😴 inolvidable,5
sin palabras,5
de las mejores,5
increíble,5
🔥 perfecta,5
💩 perfecta,5
la amé,5
brillante,5
perfecta,5
sin palabras,5
inolvidable posta,5
la amé,5
🔥 perfecta,5
increíble,5
la amé,5
💩 sin palabras,5
perfecta,5
perfecta mucho,5
🎬 increíble,5
😴 de las mejores,5
de las mejores,5
😭 inolvidable,5
mega buena,5
😴 de las mejores,5
💩 mega buena,5
sin palabras,5
una joya,5
brillante,5
increíble,5
increíble,5
mega buena,5
🎬 inolvidable,5
mega buena mal,5
increíble,5
una joya mucho,5
😭 sin palabras,5
la amé,5
brillante demasiado,5
💩 de las mejores,5
increíble,5
😭 perfecta,5
😴 increíble,5
una joya mal,5
😭 mega buena,5
🎬 la amé,5
la amé,5
increíble,5
la amé,5
de las mejores posta,5
una joya posta,5
una joya,5
la amé mal,5
😍 perfecta,5
brillante,5
💩 inolvidable,5
perfecta,5
sin palabras,5
la amé,5
inolvidable,5
una joya en serio,5
obra maestra,5
increíble,5
😴 perfecta,5
😍 sin palabras,5
🔥 sin palabras,5
inolvidable,5
una joya,5
brillante,5
Me encantó,5
La amé,5
Me fascinó,5
Me gustó muchísimo,5
Me pareció excelente,5
Me maravilló,5
Espectacular,5
Increíble,5
Una maravilla,5
Me atrapó por completo,5
Súper buena,5
Una joya,5
Muy top,5
Altamente recomendable,5
Hermosa película,5
Me llegó al corazón,5
